CountyGeo,Students Enrolled,Total Days Lost,All Student Days Lost per 100 Students,Black Students,Black Days Lost,Black Days Lost per 100 Students,Latino Students,Latino Days Lost,Latino Days Lost per 100 Students,White Students Enrolled,White Days Lost,White Days Lost per 100 Students,SWD Enrolled,SWD Days Lost,SWD Days Lost per 100 Students,SWoD Enrolled,SWoD Days Lost,SWoD Days Lost per 100 Students,Native American Students Enrolled,Native American Days Lost,Native American Days Lost per 100 Students,Pac. Islander Students Enrolled,Pac. Islander Days Lost,Pac. Islander Lost per 100 Students,Asian Students Enrolled,Asian Days Lost,Asian Days Lost per 100 Students,Law Enforcement,LEO-to-Student Ratio,Counselors,Counselor-to-Student Ratio,Teachers,Teacher-to-Student Ratio,Nurses,Nurse-to-Student Ratio,Psychologists,Psych-to-Student Ratio,Social Workers,SW-to-Student Ratio,Non-matching,Remove from CNC Map,CNC Students Enrolled,Percent of Schools w Cops and No Counselors,Number of Schools,SOC Enrolled,Number of CNC SCHOOLS,Security Guards,MTW Status,,,
42049,"39,839","14,266",36,"5,308","8,130",153,"2,401","1,714",71,"29,908","3,885",13,"6,578","3,227",49,"33,034","11,039",33,134,27,20,36,21,58,970,145,15,130,301,97,413,"2,852",14,28,1391,20,1958,0,0,Matching,,,0.0%,67,15770,,13,Matching and updated,,,
26065,"39,726","11,039",28,"7,251","5,819",80,"4,453","1,066",24,"22,804","2,893",13,"4,513","3,662",81,"35,000","7,377",21,219,90,41,72,2,3,"2,437",60,2,15,2799,51,777,"2,174",18,58,705,14,2879,33,1239,Matching,,2049,5.0%,74,35336,5,54.5,Matching and updated,,,
16027,"39,636","3,156",8,293,49,17,"14,032","1,528",11,"23,866","1,416",6,"2,232",449,20,"37,351","2,707",7,193,42,22,172,3,2,256,3,1,29,1359,63,633,"1,961",20,12,3139,22,1693,0,0,Matching,,5055,13.7%,61,34964,4,15.46,Matching and updated,,,
28049,"39,327","19,537",50,"34,859","18,895",54,669,91,14,"3,306",551,17,"2,756","2,610",95,"36,575","16,927",46,50,0,0,36,0,0,357,0,0,10,3956,114,345,"2,649",15,75,507,31,1212,91,418,Matching,,582,1.5%,90,6789,3,22.5,Matching and updated,,,
27163,"39,195","2,897",7,"1,972",463,23,"2,155",344,16,"30,491","1,781",6,"4,090",961,23,"34,767","1,936",6,165,41,25,20,0,0,"2,648",84,3,13,2250,64,609,"2,391",16,48,810,18,2178,16,2523,Matching,,,0.0%,48,18472,,0,Matching and updated,,,
37025,"39,100","12,256",31,"8,427","5,496",65,"6,675","1,787",27,"20,628","4,325",21,"3,959","3,228",82,"34,977","9,028",26,213,44,21,83,0,0,"1,415",36,3,40,965,102,382,"2,725",14,11,3949,0,0,14,2990,Matching,,,0.0%,50,27987,,0,Matching and updated,,,
13051,"39,036","23,523",60,"22,416","19,465",87,"2,556",547,21,"10,991","2,147",20,"4,239","3,051",72,"34,671","20,472",59,156,32,21,66,33,50,811,134,17,25,1644,89,441,"2,674",15,49,833,45,908,0,0,Matching,,,0.0%,49,8261,,0,Matching and updated,,,
22103,"38,472","8,653",22,"7,244","4,032",56,"2,210",274,12,"27,365","4,167",15,"5,773","2,352",41,"32,517","6,301",19,168,16,10,38,0,0,568,21,4,13,2954,66,583,"2,602",15,26,1480,3,12824,0,0,Matching,,650,1.7%,58,11107,1,0,Matching and updated,,,
8014,"38,281","9,112",24,786,426,54,"14,637","4,732",32,"19,575","3,575",18,"3,441","1,593",46,"34,656","7,519",22,270,64,24,64,5,8,"1,993",163,8,16,3890,68,560,"1,878",20,68,554,34,1110,3,12506,Matching,,,0.0%,54,13002,,0,Matching and updated,,,
18141,"37,945","18,497",49,"7,892","10,726",136,"5,014","1,650",33,"21,015","4,023",19,"5,938","5,178",87,"31,825","13,319",42,194,87,45,36,2,6,965,27,3,17,2232,58,660,"2,209",17,37,1004,19,1971,1,39015,Matching,,,0.0%,44,6222,,0,Matching and updated,,,
23005,"37,945","3,903",10,"2,523",313,12,"1,465",273,19,"31,156","2,940",9,"5,681","1,658",29,"31,995","2,245",7,459,191,42,74,10,14,"1,211",49,4,24,1670,119,320,"3,245",12,50,781,6,6506,12,3253,Matching,,121,0.3%,60,28045,1,0,Matching and updated,,,
24025,"37,518","11,481",31,"6,897","5,806",84,"2,434",823,34,"24,516","3,803",16,"4,340","3,326",77,"33,053","8,155",25,128,29,23,108,33,31,"1,229",28,2,21,1740,100,376,"2,595",14,33,1127,24,1535,10,3818,Matching,,,0.0%,58,32022,,48,Matching and updated,,,
39165,"37,454","3,985",11,869,322,37,"1,325",75,6,"31,232","3,337",11,"4,196",970,23,"33,127","3,015",9,53,0,0,44,1,2,"2,679",41,2,14,2722,67,558,"1,933",19,51,660,37,913,50,668,Matching,,2968,8.9%,66,7847,4,32.91,Matching and updated,,,
48167,"37,410","12,452",33,"5,791","4,006",69,"14,189","4,184",29,"15,577","4,023",26,"3,217","1,567",49,"34,070","10,885",32,149,14,9,46,0,0,855,32,4,29,1348,67,554,"2,316",16,43,859,10,3677,11,3243,Matching,,71,0.2%,76,8274,1,2,Matching and updated,,,
4027,"37,229","5,565",15,548,71,13,"30,463","4,665",15,"5,207",597,11,"3,642",876,24,"33,437","4,689",14,411,189,46,106,0,0,289,11,4,13,2896,52,712,"1,706",22,23,1614,27,1385,3,12240,Matching,,,0.0%,57,15182,,15.73,Matching and updated,,,
19113,"37,105","3,454",9,"3,389","1,130",33,"1,761",243,14,"28,831","1,683",6,"3,996","1,216",30,"32,912","2,238",7,129,19,15,121,12,10,914,39,4,12,3064,98,380,"2,425",15,0,0,0,0,0,0,Matching,,,0.0%,45,12230,,0,Matching and updated,,,
9011,"37,062","4,316",12,"3,014",957,32,"6,077","1,249",21,"23,277","1,498",6,"4,438","1,513",34,"32,293","2,803",9,371,100,27,173,2,1,"1,791",48,3,12,2778,120,309,"3,171",12,67,540,30,1211,14,2568,Matching,,16,0.0%,69,17916,1,1,Matching and updated,,,
6025,"36,944","4,731",13,299,71,24,"34,156","4,112",12,"1,980",505,26,"3,284",724,22,"33,559","4,007",12,42,10,24,34,4,12,288,14,5,13,2623,47,794,"1,649",22,0,0,0,0,2,18252,Matching,,937,2.6%,54,20936,4,0,Matching and updated,,,
53005,"36,719","5,824",16,729,239,33,"12,033","2,017",17,"21,537","3,167",15,"3,318",925,28,"33,179","4,899",15,191,57,30,73,17,23,919,60,7,9,4320,81,456,"1,786",21,45,761,0,0,0,0,Matching,,426,1.3%,55,17584,1,15.95,Matching and updated,,,
6087,"36,588","2,291",6,255,12,5,"21,885","1,591",7,"12,556",621,5,"4,349",705,16,"32,079","1,586",5,158,4,3,92,3,3,717,17,2,11,3541,53,695,"1,754",21,50,644,5,7057,0,0,Matching,,882,2.8%,63,18679,2,13,Matching and updated,,,
12073,"36,503","13,669",37,"15,766","10,558",67,"2,299",452,20,"15,567","2,232",14,"5,057","2,161",43,"31,310","11,508",37,128,25,20,46,0,0,"1,350",27,2,24,1557,66,549,"2,149",17,7,5049,18,2056,0,0,Matching,,199,0.6%,71,12597,1,21.76,Matching and updated,,,
12019,"36,414","8,301",23,"5,301","2,246",42,"4,091",918,22,"24,184","4,617",19,"6,956","2,080",30,"29,374","6,221",21,100,8,8,151,20,13,909,56,6,8,4552,81,451,"2,350",15,6,6021,27,1339,14,2484,Matching,,2123,5.9%,86,13409,5,25,Matching and updated,,,
53035,"36,098","5,468",15,900,213,24,"4,561",720,16,"23,501","3,289",14,"4,923","1,648",33,"30,893","3,820",12,545,315,58,471,54,11,"1,459",28,2,15,2437,76,474,"1,846",20,58,627,18,2072,3,12075,Matching,,,0.0%,77,24032,,56.1,Matching and updated,,,
42043,"35,954","9,934",28,"8,800","5,509",63,"5,093","1,688",33,"18,038","2,096",12,"4,787","2,586",54,"30,955","7,348",24,84,14,17,49,8,16,"1,862",46,2,8,4494,99,363,"2,525",14,81,411,37,914,9,3575,Matching,,,0.0%,69,3112,,9,Matching and updated,,,
26077,"35,825","16,176",45,"6,793","9,130",134,"2,821","1,018",36,"22,416","4,281",19,"3,332","1,195",36,"32,289","14,981",46,128,55,43,40,10,25,923,83,9,15,2575,50,714,"2,002",18,37,954,0,0,0,0,Matching,,64,0.2%,41,20274,1,7,Matching and updated,,,
37101,"35,823","12,747",36,"5,678","5,046",89,"7,782","2,659",34,"20,722","4,270",21,"5,152","3,861",75,"30,573","8,886",29,154,125,81,38,0,0,262,10,4,17,2069,93,383,"2,558",14,52,674,9,3958,25,1401,Matching,,1740,5.0%,52,15012,3,2,Matching and updated,,,
13139,"35,285","4,755",13,"2,745",957,35,"16,052","1,982",12,"15,011","1,618",11,"3,756","1,205",32,"31,434","3,550",11,68,1,1,39,5,13,599,18,3,17,2063,61,579,"2,204",16,86,410,40,884,53,666,Matching,,4389,12.5%,75,9198,12,54.1,Matching and updated,,,
36065,"35,079","12,208",35,"3,359","3,036",90,"2,685","1,243",46,"25,881","7,454",29,"4,992","3,422",69,"29,919","8,786",29,83,0,0,16,0,0,"2,177",171,8,41,862,85,413,"2,723",13,24,1428,34,1014,0,0,Matching,,2922,8.4%,79,16400,8,7.26,Matching and updated,,,
18039,"35,026","9,107",26,"2,678","2,148",80,"10,000","2,049",20,"20,014","4,047",20,"4,437","2,469",56,"30,455","6,638",22,84,0,0,32,3,9,400,59,15,17,2059,68,513,"2,057",17,89,376,69,483,55,612,Matching,,1484,4.4%,80,8519,3,30.5,Matching and updated,,,
6079,"34,830","3,782",11,374,99,26,"13,472","1,714",13,"18,430","1,758",10,"3,914","1,182",30,"30,725","2,600",8,225,46,20,102,9,9,974,27,3,15,2359,57,611,"1,619",22,34,1028,0,0,32,1071,Matching,,,0.0%,57,13484,,12,Matching and updated,,,
37071,"34,661","17,714",51,"7,350","8,228",112,"3,978","1,474",37,"21,177","6,982",33,"4,155","3,548",85,"30,360","14,166",47,97,43,44,38,30,79,533,40,8,37,937,94,368,"2,321",15,9,3654,29,1151,2,14110,Matching,,591,1.8%,74,13748,2,18,Matching and updated,,,
22019,"34,368","9,213",27,"12,191","6,831",56,"1,227",118,10,"19,491","2,118",11,"4,446","1,679",38,"29,739","7,534",25,105,12,11,36,1,3,479,15,3,57,603,84,409,"2,385",14,44,778,16,2146,1,34247,Matching,,,0.0%,41,21090,,4,Matching and updated,,,
48209,"34,247","2,298",7,985,118,12,"18,827","1,682",9,"13,157",475,4,"3,364",557,17,"30,730","1,741",6,110,3,3,54,1,2,346,0,0,17,2031,74,463,"2,104",16,41,835,0,0,1,34368,Matching,,36,0.1%,61,14877,1,0,Matching and updated,,,
45015,"33,976","7,057",21,"10,393","3,865",37,"3,306",380,11,"17,570","2,410",14,"4,161","1,748",42,"29,794","5,309",18,131,30,23,76,17,22,621,36,6,23,2275,90,378,"2,055",17,103,359,86,430,50,739,Matching,,,0.0%,106,13785,,36.23,Matching and updated,,,
29099,"33,957","7,090",21,554,166,30,678,159,23,"31,610","6,492",21,"4,269","1,528",36,"29,501","5,562",19,97,0,0,24,0,0,283,1,0,45,761,90,378,"2,332",15,48,708,27,1240,9,3653,Matching,,149,0.4%,51,16406,8,0,Matching and updated,,,
36091,"33,911","4,984",15,584,199,34,"1,074",174,16,"30,181","4,304",14,"3,448","1,590",46,"30,294","3,394",11,32,0,0,37,0,0,"1,232",89,7,1,33062,91,373,"2,608",13,100,770,53,1450,9,8384,Matching,,267,0.3%,152,41691,3,169.08,Matching and updated,,,
48139,"33,884","2,884",9,"3,595",792,22,"12,706",982,8,"16,300",995,6,"3,352",803,24,"30,380","2,081",7,141,3,2,57,0,0,262,0,0,20,1705,78,433,"2,115",16,56,606,15,2264,6,5660,Matching,,,0.0%,56,2347,,3,Matching and updated,,,
48041,"33,583","8,011",24,"5,789","3,819",66,"13,613","3,018",22,"11,324",990,9,"2,609","1,745",67,"30,894","6,266",20,109,5,5,28,0,0,"1,892",45,2,11,2484,71,472,"2,266",15,62,705,0,0,5,8743,Matching,,,0.0%,56,15547,,0,Matching and updated,,,
6041,"33,582","2,158",6,708,199,28,"9,357","1,184",13,"19,834",675,3,"3,082",474,15,"30,295","1,684",6,164,8,5,164,7,4,"1,911",41,2,7,4868,68,493,"1,804",19,18,2020,15,2454,11,3156,Matching,,,0.0%,45,15101,,0,Matching and updated,,,
33015,"33,496","4,369",13,335,150,45,"1,139",242,21,"30,384","3,900",13,"3,993","1,421",36,"29,344","2,948",10,126,20,16,50,0,0,850,11,1,21,1691,149,224,"2,860",12,63,538,53,645,29,1190,Matching,,,0.0%,52,3730,,15.41,Matching and updated,,,
48251,"33,483","6,978",21,"1,190",391,33,"9,834","1,945",20,"20,709","4,355",21,"2,580","1,111",43,"30,756","5,867",19,270,62,23,324,4,1,224,31,14,10,3403,77,436,"2,274",15,27,1200,0,0,0,0,Matching,,324,1.0%,42,25280,1,0,Matching and updated,,,
9007,"33,431","2,564",8,"1,993",576,29,"3,819",499,13,"24,912","1,287",5,"4,005",818,20,"29,200","1,746",6,80,38,48,41,11,27,"1,631",38,2,16,2053,96,350,"3,036",11,52,609,3,10293,18,1773,Matching,,7471,23.4%,49,15186,13,0,Matching and updated,,,
17119,"33,415","8,487",25,"4,242","3,409",80,"1,288",315,24,"25,568","3,993",16,"4,441","2,156",49,"28,767","6,331",22,126,26,21,63,11,17,370,11,3,12,2877,34,983,"1,986",17,42,776,11,2964,1,32608,Matching,,,0.0%,39,14761,,0,Matching and updated,,,
28033,"33,228","4,330",13,"11,504","2,583",22,"2,384",161,7,"18,101","1,450",8,"4,698","1,125",24,"28,430","3,205",11,62,3,5,48,3,6,532,9,2,14,2482,68,492,"2,031",16,0,0,0,0,0,0,Matching,,,0.0%,54,24276,,1,Matching and updated,,,
55087,"33,074","3,033",9,908,425,47,"2,213",259,12,"26,860","2,053",8,"4,146","1,453",35,"28,760","1,580",5,459,136,30,40,0,0,"1,987",50,3,28,1184,72,457,"2,215",15,28,1141,1,26618,8,3914,Matching,,,0.0%,58,26154,,2,Matching and updated,,,
13215,"32,724","24,594",75,"19,059","21,275",112,"2,664",830,31,"8,448","1,597",19,"4,050","3,871",96,"28,487","20,723",73,85,18,21,96,18,19,797,22,3,20,1630,74,442,"1,921",17,30,1088,11,2906,7,4662,Matching,,651,2.0%,72,9130,7,6,Matching and updated,,,
47125,"32,608","8,158",25,"7,437","3,794",51,"3,906",674,17,"17,847","2,989",17,"3,972","1,761",44,"28,548","6,397",22,115,21,18,198,13,7,510,41,8,27,1194,68,480,"2,216",15,20,1661,1,33228,0,0,Matching,,,0.0%,38,15127,,0,Matching and updated,,,
6113,"32,449","4,977",15,"1,101",405,37,"16,040","3,231",20,"10,897","1,082",10,"3,193",788,25,"29,089","4,189",14,270,42,16,215,28,13,"3,395",142,4,7,4268,65,499,"1,569",21,44,730,25,1272,2,15911,Matching,,1096,3.4%,68,10586,6,13,Matching and updated,,,
46099,"32,398","8,922",28,"2,890","1,969",68,"2,606",712,27,"23,268","3,959",17,"3,680","3,148",86,"28,634","5,774",20,"1,211","1,533",127,46,3,7,973,95,10,26,1254,73,443,"2,023",16,59,553,1,32354,4,8089,Matching,,,0.0%,56,28087,,50.5,Matching and updated,,,
1101,"32,354","13,138",41,"24,438","12,398",51,"1,980",280,14,"4,267",400,9,"3,543","1,820",51,"28,937","11,318",39,70,4,6,46,0,0,"1,145",31,3,16,2003,71,455,"2,067",16,11,2485,9,3053,0,0,Matching,,3691,13.5%,56,17208,12,25.5,Matching and updated,,,
51710,"32,141","38,501",120,"19,379","33,996",175,"2,541",907,36,"7,265","2,152",30,"4,060","7,406",182,"27,971","31,095",111,172,65,38,138,61,44,709,107,15,17,2277,86,374,"2,320",14,47,684,18,1756,21,1559,Matching,,276,0.9%,53,24876,4,43,Matching and updated,,,
48423,"32,041","6,423",20,"6,685","3,022",45,"10,168","2,255",22,"13,362",993,7,"2,325",811,35,"29,747","5,612",19,131,12,9,22,0,0,567,12,2,40,849,69,462,"2,239",14,51,625,13,2449,1,31831,Matching,,75,0.2%,51,9466,1,8.4,Matching and updated,,,
13245,"31,942","35,189",110,"23,287","31,360",135,"1,369",476,35,"5,788","1,991",34,"2,931","3,447",118,"28,857","31,742",110,78,35,45,278,354,127,255,47,18,40,807,79,407,"1,891",17,38,729,30,934,3,8916,Matching,,44,0.2%,50,5666,1,9,Matching and updated,,,
28047,"31,909","14,040",44,"11,425","10,006",88,"1,953",356,18,"16,723","3,309",20,"3,675","2,272",62,"28,101","11,768",42,87,9,10,91,13,14,850,92,11,38,843,56,570,"2,057",16,0,0,0,0,0,0,Matching,,658,2.1%,45,7115,8,0,Matching and updated,,,
45007,"31,831","7,046",22,"6,057","2,848",47,"1,603",209,13,"22,365","3,665",16,"3,959","1,786",45,"27,717","5,260",19,82,11,13,42,4,10,324,1,0,30,1077,85,374,"1,910",17,24,1308,22,1445,28,1101,Matching,,,0.0%,56,9194,,0,Matching and updated,,,
39099,"31,821","12,237",38,"6,479","8,703",134,"2,234","1,150",51,"21,235","1,714",8,"4,558","2,546",56,"27,152","9,691",36,74,23,31,12,0,0,336,12,4,58,536,77,411,"1,928",17,45,638,23,1246,4,7398,Matching,,,0.0%,50,5683,,0.2,Matching and updated,,,
48135,"31,811","10,727",34,"1,280","1,323",103,"23,217","7,445",32,"6,531","1,798",28,"2,523","1,847",73,"29,238","8,880",30,115,28,24,72,18,25,295,13,4,18,1843,77,412,"2,001",16,10,3111,11,2887,0,0,Matching,,,0.0%,48,6070,,1,Matching and updated,,,
12109,"31,388","4,067",13,"2,414",876,36,"2,625",218,8,"24,273","2,804",12,"5,218","1,304",25,"26,036","2,763",11,53,9,17,95,10,11,"1,112",20,2,19,1652,63,501,"1,801",17,27,1125,9,3351,17,1759,Matching,,91,0.3%,47,9681,1,4,Matching and updated,,,
48329,"31,302","5,978",19,"2,178","1,271",58,"18,843","3,669",19,"9,044",917,10,"1,885",516,27,"29,363","5,462",19,108,12,11,34,4,12,623,32,5,13,2173,62,509,"1,924",16,47,707,3,11161,1,33483,Matching,,,0.0%,60,12774,,0.33,Matching and updated,,,
8013,"31,170","2,968",10,309,67,22,"5,724","1,142",20,"21,530","1,552",7,"2,940",879,30,"28,067","2,089",7,135,19,14,63,3,5,"1,792",51,3,12,2296,54,581,"1,771",18,20,1562,10,3188,24,1267,Matching,,,0.0%,42,15907,,6,Matching and updated,,,
39041,"31,125","2,511",8,"1,049",262,25,"1,028",85,8,"25,481","1,977",8,"3,303",751,23,"27,653","1,760",6,79,8,10,24,0,0,"2,206",29,1,18,1775,69,451,"1,801",17,0,0,0,0,1,30208,Matching,,251,0.8%,57,16888,1,0,Matching and updated,,,
37021,"31,099","9,258",30,"2,741","2,756",101,"4,340",793,18,"21,905","4,918",22,"3,992","2,595",65,"26,930","6,663",25,136,14,10,116,21,18,420,25,6,26,1201,103,301,"2,485",13,37,788,20,1506,43,683,Matching,,4015,13.7%,69,9548,5,24,Matching and updated,,,
22055,"30,922","10,925",35,"12,594","8,067",64,"1,906",376,20,"15,015","2,297",15,"2,234","1,324",59,"28,569","9,601",34,99,6,6,20,9,45,743,38,5,19,1635,96,322,"1,958",16,20,1684,28,1181,15,2176,Matching,,1612,4.9%,73,6214,12,0,Matching and updated,,,
37097,"30,626","8,926",29,"4,191","3,581",85,"3,418",975,29,"20,945","3,901",19,"2,977","1,937",65,"27,476","6,989",25,73,24,33,52,3,6,871,23,3,24,1276,71,433,"2,090",15,25,1317,35,928,5,6516,Matching,,,0.0%,65,21552,,25.32,Matching and updated,,,
1003,"30,599","7,250",24,"3,886","2,282",59,"2,461",582,24,"22,488","4,089",18,"4,010","1,548",39,"26,474","5,702",22,134,18,13,30,2,7,295,17,6,0,0,79,387,"1,781",17,42,804,15,2196,2,16792,Matching,,57,0.2%,47,22259,1,13,Matching and updated,,,
49053,"30,484",918,3,270,8,3,"4,058",202,5,"24,414",539,2,"3,736",190,5,"26,601",728,3,18,0,0,493,11,2,244,0,0,22,1427,58,527,"1,597",19,54,558,30,1014,20,1506,Matching,,,0.0%,64,22788,,11,Matching and updated,,,
10001,"30,386","9,903",33,"9,653","5,999",62,"3,010",891,30,"15,576","2,652",17,"5,072","3,938",78,"25,150","5,965",24,200,41,21,63,24,38,658,29,4,17,2201,70,434,"2,103",14,6,4636,7,4337,1,29579,Matching,,5853,19.8%,62,9066,12,12.5,Matching and updated,,,
12091,"30,345","3,421",11,"3,759","1,028",27,"2,663",294,11,"20,540","1,815",9,"4,072","1,063",26,"26,214","2,358",9,145,2,1,122,0,0,606,0,0,40,728,41,740,"1,415",21,33,910,5,6058,73,417,Matching,,3776,12.5%,68,28928,10,81,Matching and updated,,,
36047,"30,288","8,643",29,"20,945","7,404",35,"6,568","1,015",15,"1,360",97,7,"3,903","2,067",53,"26,439","6,576",25,180,8,4,49,1,2,571,26,5,58,509,74,410,"2,568",12,30,855,15,1747,2,12713,Matching,,27,0.1%,36,15776,1,0,Matching and updated,,,
12001,"30,208","9,748",32,"10,584","7,589",72,"2,812",294,10,"13,320","1,342",10,"3,719","2,624",71,"26,372","7,124",27,90,13,14,55,0,0,"1,481",33,2,40,755,63,479,"1,718",18,14,2122,25,1159,22,1325,Matching,,47,0.2%,52,11651,1,22.5,Matching and updated,,,
20209,"30,112","26,881",89,"7,693","15,842",206,"12,399","6,057",49,"7,324","3,401",46,"3,188","8,223",258,"26,759","18,658",70,154,88,57,77,49,64,"1,488",274,18,55,570,77,391,"2,001",15,16,1891,28,1057,4,7769,Matching,,29,0.1%,84,12415,1,0,Matching and updated,,,
48091,"29,651","2,585",9,606,97,16,"12,276","1,401",11,"15,480","1,017",7,"2,614",589,23,"26,933","1,996",7,95,11,12,46,0,0,378,3,1,6,4583,61,489,"1,819",16,57,518,25,1174,50,593,Matching,,,0.0%,57,12021,,5,Matching and updated,,,
20177,"29,622","6,312",21,"3,301","1,845",56,"5,737","1,240",22,"17,601","2,493",14,"4,449","2,070",47,"25,011","4,242",17,399,115,29,80,0,0,437,19,4,20,1477,80,373,"2,199",13,35,833,0,0,7,4105,Matching,,,0.0%,57,14985,,5,Matching and updated,,,
41029,"29,579","4,117",14,302,44,15,"6,461",961,15,"20,513","2,742",13,"3,636","1,023",28,"25,749","3,094",12,333,63,19,203,19,9,291,18,6,21,1388,29,1025,"1,392",21,40,630,2,13657,14,1871,Matching,,,0.0%,39,9443,,21,Matching and updated,,,
6007,"29,524","6,994",24,624,333,53,"7,132","1,213",17,"17,109","4,026",24,"3,382","1,352",40,"25,904","5,642",22,756,403,53,149,9,6,"1,934",118,6,3,11180,47,633,"1,425",21,23,1257,29,995,26,1103,Matching,,29,0.1%,54,12747,1,28.63,Matching and updated,,,
17167,"29,369","11,541",39,"6,121","7,624",125,704,252,36,"19,821","2,809",14,"4,340","2,890",67,"24,871","8,651",35,63,6,10,41,3,7,666,4,1,9,3341,17,1728,"1,869",16,33,821,15,1812,38,706,Matching,,35,0.1%,46,10440,1,4,Matching and updated,,,
26121,"29,368","13,504",46,"5,428","6,831",126,"1,902",774,41,"20,532","5,025",24,"3,148","2,751",87,"26,045","10,753",41,212,287,135,48,2,4,261,7,3,14,1993,39,744,"1,562",19,58,524,33,934,13,2337,Matching,,770,2.5%,53,14810,2,4.55,Matching and updated,,,
6039,"29,294","6,763",23,495,274,55,"20,669","5,236",25,"6,998","1,023",15,"2,494","1,474",59,"26,686","5,289",20,247,95,38,55,12,22,411,49,12,22,1277,52,567,"1,398",21,22,1237,19,1431,2,12244,Matching,,572,2.1%,45,2476,1,2,Matching and updated,,,
32510,"29,249","4,013",14,"1,864",424,23,"8,774","1,511",17,"14,339","1,677",12,"2,844",606,21,"20,593","2,916",14,320,110,34,372,24,6,"1,589",40,3,3,2748,36,824,"1,357",22,44,666,25,1179,1,29206,Matching,,586,2.0%,71,5708,2,7,Matching and updated,,,
39155,"29,206","9,237",32,"3,207","3,931",123,595,146,25,"23,498","4,141",18,"3,810","2,766",73,"25,214","6,471",26,44,5,11,57,11,19,135,7,5,28,1056,76,386,"1,962",15,12,2231,3,9560,14,1983,Matching,,,0.0%,42,1658,,14,Matching and updated,,,
55059,"29,094","6,743",23,"3,363","2,920",87,"6,504","1,380",21,"17,443","2,015",12,"3,198","2,169",68,"25,787","4,574",18,91,20,22,33,0,0,375,19,5,37,786,65,444,"1,799",16,42,684,16,1845,5,5749,Matching,,3164,11.0%,42,5737,7,0,Matching and updated,,,
42125,"28,932","4,589",16,"1,235",842,68,447,87,19,"25,671","3,136",12,"4,569","1,439",31,"24,227","3,150",13,57,11,19,27,0,0,293,1,0,34,828,76,383,"2,128",14,28,1015,13,2135,6,4778,Matching,,,0.0%,56,15461,,4,Matching and updated,,,
47165,"28,930","3,983",14,"2,954","1,212",41,"1,999",255,13,"22,910","2,471",11,"4,796","1,137",24,"23,972","2,846",12,85,3,4,38,0,0,490,5,1,45,646,117,247,"3,289",9,9,3455,16,1791,29,998,Matching,,3286,11.2%,65,8836,7,5,Matching and updated,,,
13153,"28,854","5,406",19,"10,753","3,891",36,"2,479",200,8,"13,273","1,043",8,"3,215","1,474",46,"25,534","3,932",15,80,15,19,44,0,0,733,3,0,7,4012,58,497,"1,904",15,0,0,0,0,0,0,Matching,,5455,18.0%,45,9805,13,0,Matching and updated,,,
42041,"28,854","2,617",9,"1,262",469,37,"1,448",197,14,"23,171","1,763",8,"3,784",898,24,"24,889","1,719",7,57,3,5,24,0,0,"1,545",20,1,7,4622,81,357,"2,093",14,33,869,12,2394,0,0,Matching,,,0.0%,33,10270,,4,Matching and updated,,,
36063,"28,780","8,029",28,"3,577","2,955",83,"1,445",376,26,"21,390","3,803",18,"4,005","2,383",60,"24,611","5,646",23,589,403,68,26,6,23,344,43,13,12,2457,85,339,"2,061",14,40,765,0,0,6,5100,Matching,,,0.0%,42,8111,,0,Matching and updated,,,
18063,"28,747","4,085",14,"2,111",782,37,"1,478",119,8,"23,010","2,942",13,"3,166","1,234",39,"25,404","2,851",11,65,5,8,34,0,0,815,4,0,27,1120,57,504,"1,539",19,1,28625,3,11095,16,1753,Matching,,1188,4.2%,71,12300,3,28.6,Matching and updated,,,
1125,"28,732","11,535",40,"12,567","8,636",69,"1,446",173,12,"13,747","2,559",19,"4,071","2,513",62,"24,581","9,022",37,103,16,16,33,0,0,352,43,12,43,677,71,405,"1,903",15,54,530,42,680,19,1515,Matching,,1167,4.1%,49,7390,3,18,Matching and updated,,,
13223,"28,684","6,959",24,"6,243","2,682",43,"2,364",434,18,"18,414","3,454",19,"3,588","2,079",58,"25,030","4,880",19,90,4,4,55,0,0,255,2,1,15,1890,61,467,"1,775",16,40,783,0,0,1,31302,Matching,,,0.0%,72,22258,,0,Matching and updated,,,
26145,"28,625","35,430",124,"8,022","23,567",294,"3,064","1,816",59,"16,325","9,292",57,"3,619","4,506",125,"24,897","30,924",124,95,46,48,73,87,119,416,12,3,6,4718,38,763,"1,422",20,18,1587,24,1210,0,0,Matching,,936,3.2%,71,22296,2,29,Matching and updated,,,
17143,"28,538","14,291",50,"8,579","11,135",130,"1,794",446,25,"14,857","1,769",12,"3,580","3,021",84,"24,731","11,270",46,88,5,6,69,0,0,"1,284",33,3,7,3961,49,583,"1,967",15,6,4453,12,2505,8,3817,Matching,,,0.0%,37,15581,,0,Matching and updated,,,
22073,"28,527","8,631",30,"14,225","6,673",47,573,55,10,"13,066","1,792",14,"2,877","1,161",40,"25,531","7,470",29,36,0,0,14,0,0,318,7,2,11,2593,62,460,"1,987",14,42,668,17,1673,13,2181,Matching,,150,0.5%,42,20913,1,58.5,Matching and updated,,,
55101,"28,512","14,941",52,"5,310","9,716",183,"5,999","2,243",37,"15,765","2,467",16,"4,226","6,425",152,"24,162","8,516",35,112,20,18,14,0,0,357,22,6,21,1513,75,382,"2,026",14,43,644,32,852,11,2448,Matching,,5759,20.9%,63,21612,13,13,Matching and updated,,,
